Course Code,Course Title,HEI Code,HEI,ISCED,R1 Points,Year
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM,University of Limerick,Education,405,2020
LM097,Mathematics and Computer Science with concurrent Teacher Education,LM,University of Limerick,Mathematics and statistics,402,2020
LM099,Architecture (portfolio requirement suspended),LM,University of Limerick,Architecture and construction,498,2020
LM100,Physiotherapy,LM,University of Limerick,Health,589,2020
LM101,Medicine  - Graduate Entry (GAMSAT required),LM,University of Limerick,Health,55,2020
LM102,Psychology,LM,University of Limerick,Social and behavioural sciences,509,2020
LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),LM,University of Limerick,Health,392,2020
LM115,Chemical and Biochemical Engineering,LM,University of Limerick,Physical sciences,454,2020
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM,University of Limerick,Engineering and engineering trades,476,2020
LM118,Electronic and Computer Engineering,LM,University of Limerick,Engineering and engineering trades,403,2020
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM,University of Limerick,Information and Communication Technologies (ICTs),351,2020
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),LM,University of Limerick,Information and Communication Technologies (ICTs),327,2020
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),LM,University of Limerick,Biological and related sciences,441,2020
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM,University of Limerick,Mathematics and statistics,437,2020
LM125,Physics (Applied Physics or Mathematics & Physics),LM,University of Limerick,Physical sciences,404,2020
LM150,General Nursing,LM,University of Limerick,Health,475,2020
LM152,Mental Health Nursing,LM,University of Limerick,Health,419,2020
LM154,Intellectual Disability Nursing,LM,University of Limerick,Health,420,2020
LM156,Midwifery,LM,University of Limerick,Health,469,2020
LY108,Business - Accounting,LY,Letterkenny Institute of Technology,Business and administration,309,2020
LY118,Business,LY,Letterkenny Institute of Technology,Business and administration,290,2020
LY208,Law,LY,Letterkenny Institute of Technology,Law,300,2020
LY228,Sports and Exercise - Common Entry,LY,Letterkenny Institute of Technology,Personal services,300,2020
LY408,Design - Common Entry,LY,Letterkenny Institute of Technology,Arts,320,2020
LY508,Fire Safety Engineering,LY,Letterkenny Institute of Technology,Architecture and construction,276,2020
LY518,Quantity Surveying,LY,Letterkenny Institute of Technology,Architecture and construction,301,2020
LY528,Construction Management,LY,Letterkenny Institute of Technology,Architecture and construction,271,2020
LY608,Mechanical Engineering,LY,Letterkenny Institute of Technology,Engineering and engineering trades,300,2020
LY618,Electronic Engineering,LY,Letterkenny Institute of Technology,Engineering and engineering trades,312,2020
LY708,Applied Computing,LY,Letterkenny Institute of Technology,Information and Communication Technologies (ICTs),306,2020
LY748,Computer Science,LY,Letterkenny Institute of Technology,Information and Communication Technologies (ICTs),317,2020
LY818,Science - Common Entry,LY,Letterkenny Institute of Technology,Biological and related sciences,303,2020
LY828,Agriculture - Common Entry,LY,Letterkenny Institute of Technology,Agriculture,307,2020
LY908,General Nursing,LY,Letterkenny Institute of Technology,Health,400,2020
LY918,Psychiatric Nursing,LY,Letterkenny Institute of Technology,Health,357,2020
LY928,Intellectual Disability Nursing,LY,Letterkenny Institute of Technology,Health,326,2020
LY968,"Early Childhood Care, Health and Education",LY,Letterkenny Institute of Technology,Welfare,303,2020
LY978,Health & Social Care - Common Entry,LY,Letterkenny Institute of Technology,Health,280,2020
MH001,Education - Primary Teaching (Froebel),MH,Maynooth University,Education,507,2020
MH101,Arts,MH,Maynooth University,Humanities (except languages),318,2020
MH103,Music,MH,Maynooth University,Arts,#,2020
MH106,Psychology - 3 years,MH,Maynooth University,Social and behavioural sciences,521,2020
MH107,Social Science,MH,Maynooth University,Social and behavioural sciences,346,2020
MH109,Media Studies,MH,Maynooth University,Arts,316,2020
MH116,Community and Youth Work (Full-Time),MH,Maynooth University,Welfare,#,2020
MH201,Science,MH,Maynooth University,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",360,2020
MH202,Biotechnology,MH,Maynooth University,Biological and related sciences,455,2020
MH203,Biological and Geographical Sciences,MH,Maynooth University,Biological and related sciences,430,2020
MH204,Physics with Astrophysics,MH,Maynooth University,Physical sciences,422,2020
MH206,Theoretical Physics and Mathematics,MH,Maynooth University,Mathematics and statistics,510,2020
MH207,Data Science,MH,Maynooth University,Information and Communication Technologies (ICTs),445,2020
MH208,Biological and Biomedical Sciences,MH,Maynooth University,Biological and related sciences,498,2020
MH209,Psychology (through Science) - 4 years,MH,Maynooth University,Social and behavioural sciences,498,2020
MH210,Pharmaceutical and Biomedical Chemistry,MH,Maynooth University,Physical sciences,487,2020
MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),MH,Maynooth University,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",422,2020
MH304,Engineering (Computer/Electronic/Communications),MH,Maynooth University,Engineering and engineering trades,333,2020
MH305,Product Design,MH,Maynooth University,Engineering and engineering trades,357,2020
MH306,Robotics and Intelligent Devices,MH,Maynooth University,Engineering and engineering trades,361,2020
MH401,Finance (options),MH,Maynooth University,Business and administration,357,2020
MH402,Quantitative Finance,MH,Maynooth University,Business and administration,476,2020
MH403,Accounting and Finance,MH,Maynooth University,Business and administration,422,2020
MH404,Business (options),MH,Maynooth University,Business and administration,430,2020
MH405,Equine Business,MH,Maynooth University,Business and administration,357,2020
MH407,Business and Accounting,MH,Maynooth University,Business and administration,420,2020
MH411,Entrepreneurship,MH,Maynooth University,Business and administration,371,2020
MH501,LLB Law - four year Single Major Law programme,MH,Maynooth University,Law,473,2020
MH502,Law (options),MH,Maynooth University,Law,451,2020
MH601,Computer Science through Arts (options),MH,Maynooth University,Information and Communication Technologies (ICTs),352,2020
MH602,Computer Science through Science (options),MH,Maynooth University,Information and Communication Technologies (ICTs),351,2020
MH603,Computational Thinking,MH,Maynooth University,Information and Communication Technologies (ICTs),532,2020
MH801,Early Childhood - Teaching and Learning (part-time),MH,Maynooth University,Education,327,2020
MH802,"Community and Youth Work (part-time, in service)",MH,Maynooth University,Welfare,#,2020
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH,Maynooth University,Social and behavioural sciences,#,2020
MI001,Contemporary & Applied Theatre Studies,MI,Mary Immaculate College,Arts,375,2020
MI002,Arts,MI,Mary Immaculate College,Arts,300,2020
MI004,Education - Primary Teaching - International,MI,Mary Immaculate College,Education,577,2020
MI005,Education - Primary Teaching,MI,Mary Immaculate College,Education,495,2020
MI006,Education - Primary Teaching - Gaeltacht Applicants,MI,Mary Immaculate College,Education,456,2020
MI007,Early Childhood Care and Education,MI,Mary Immaculate College,Education,357,2020
MI008,Education and Psychology - Primary Teaching,MI,Mary Immaculate College,Education,588,2020
MI009,"Education, Business Studies and Accounting",MI,Mary Immaculate College,Education,402,2020
MI010,"Education, Business Studies and Religious Studies",MI,Mary Immaculate College,Education,368,2020
MI011,"Education, Gaeilge and Religious Studies",MI,Mary Immaculate College,Education,409,2020
MI012,"Education, Gaeilge and Business Studies",MI,Mary Immaculate College,Education,401,2020
MI013,"Education, Mathematics and Gaeilge",MI,Mary Immaculate College,Education,444,2020
MI014,"Education, Mathematics and Business Studies",MI,Mary Immaculate College,Education,434,2020
MU001,Theology and Arts,MU,"Pontifical University, St Patrick's College",Interdisciplinary programmes and qualifications involving arts and humanities,290,2020
MU002,Theology,MU,"Pontifical University, St Patrick's College",Interdisciplinary programmes and qualifications involving arts and humanities,440,2020
NC003,Computing (Degree Award options),NC,National College of Ireland (NCI),Information and Communication Technologies (ICTs),260,2020
NC005,Human Resource Management,NC,National College of Ireland (NCI),Business and administration,300,2020
NC009,Business,NC,National College of Ireland (NCI),Business and administration,300,2020
NC010,Psychology,NC,National College of Ireland (NCI),Social and behavioural sciences,400,2020
NC020,Marketing Practice,NC,National College of Ireland (NCI),Business and administration,280,2020
NC022,Accounting and Finance,NC,National College of Ireland (NCI),Business and administration,337,2020
NC023,Technology Management (with specialisations),NC,National College of Ireland (NCI),Information and Communication Technologies (ICTs),261,2020
NM801,Montessori Education,NM,St Nicholas Montessori College Ireland,Education,220,2020
PC405,"Social, Political and Community Studies",PC,"Carlow College, St. Patrick`s",Social and behavioural sciences,253,2020
PC410,Arts and Humanities (fulfils Teaching Council requirements),PC,"Carlow College, St. Patrick`s",Humanities (except languages),252,2020
PC411,English and History (fulfils Teaching Council requirements),PC,"Carlow College, St. Patrick`s",Humanities (except languages),255,2020
RC001,Medicine - Undergraduate Entry (HPAT required),RC,RCSI University of Medicine & Health Sciences,Health,733,2020
RC004,Physiotherapy,RC,RCSI University of Medicine & Health Sciences,Health,566,2020
RC005,Pharmacy,RC,RCSI University of Medicine & Health Sciences,Health,579,2020
SG141,Business,SG,"Institute of Technology, Sligo",Business and administration,261,2020
SG142,Business in International Marketing and Languages (French),SG,"Institute of Technology, Sligo",Business and administration,279,2020
SG144,Business in International Marketing and Languages (Spanish),SG,"Institute of Technology, Sligo",Business and administration,270,2020
SG146,Accounting,SG,"Institute of Technology, Sligo",Business and administration,309,2020
SG147,Sport with Business,SG,"Institute of Technology, Sligo",Personal services,307,2020
SG148,Tourism with Event Management,SG,"Institute of Technology, Sligo",Personal services,269,2020
SG241,Performing Arts,SG,"Institute of Technology, Sligo",Arts,328,2020
SG242,Early Childhood Care and Education,SG,"Institute of Technology, Sligo",Welfare,279,2020
SG243,Social Care Practice,SG,"Institute of Technology, Sligo",Welfare,301,2020
SG244,Fine Art,SG,"Institute of Technology, Sligo",Arts,505,2020
SG245,Creative Design,SG,"Institute of Technology, Sligo",Arts,282,2020
SG246,Computing,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),290,2020
SG247,English and Psychology,SG,"Institute of Technology, Sligo",Social and behavioural sciences,309,2020
SG248,Sociology and Politics,SG,"Institute of Technology, Sligo",Social and behavioural sciences,281,2020
SG249,Writing and Literature,SG,"Institute of Technology, Sligo",Languages,297,2020
SG250,Application Design and User Experience,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),412,2020
SG251,Computing (Smart Technologies),SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),327,2020
SG252,Software Development,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),307,2020
SG253,Computer Networks and Cloud Infrastructure,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),324,2020
SG254,Writing and Literature Online,SG,"Institute of Technology, Sligo",Languages,225,2020
SG342,Civil Engineering,SG,"Institute of Technology, Sligo",Architecture and construction,415,2020
SG343,Quantity Surveying,SG,"Institute of Technology, Sligo",Architecture and construction,311,2020
SG346,Construction Project Management and Applied Technology,SG,"Institute of Technology, Sligo",Architecture and construction,291,2020
SG347,Architecture,SG,"Institute of Technology, Sligo",Architecture and construction,360,2020
SG348,Interior Architecture and Design,SG,"Institute of Technology, Sligo",Architecture and construction,316,2020
SG442,Occupational Safety and Health,SG,"Institute of Technology, Sligo",Hygiene and occupational health services,290,2020
SG443,Human Nutrition,SG,"Institute of Technology, Sligo",Health,356,2020
SG444,Science Undenominated,SG,"Institute of Technology, Sligo",Biological and related sciences,338,2020
SG445,Pharmaceutical Science with Drug Development,SG,"Institute of Technology, Sligo",Physical sciences,311,2020
SG447,Health Science and Physical Activity,SG,"Institute of Technology, Sligo",Health,328,2020
SG448,Forensic Investigation and Analysis,SG,"Institute of Technology, Sligo",Biological and related sciences,306,2020
SG449,Medical Biotechnology,SG,"Institute of Technology, Sligo",Health,341,2020
SG450,Environmental Science with Ecology (Level 8),SG,"Institute of Technology, Sligo",Environment,300,2020
TL801,"Animation, Visual Effects and Motion Design (Level 8)",TL,"Institute of Technology, Tralee",Arts,281,2020
TL802,"TV, Radio and New Media (Level 8)",TL,"Institute of Technology, Tralee",Arts,325,2020
TL810,Computing with Software Development,TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),310,2020
TL811,Computing with Games Development,TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),358,2020
TL815,Computing (Degree Award options),TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),308,2020
TL823,Event Management (3 year programme),TL,"Institute of Technology, Tralee",Personal services,299,2020
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL,"Institute of Technology, Tralee",Business and administration,306,2020
TL844,Agricultural Engineering,TL,"Institute of Technology, Tralee","Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",300,2020
TL845,Civil Engineering,TL,"Institute of Technology, Tralee",Architecture and construction,325,2020
TL847,Manufacturing Engineering,TL,"Institute of Technology, Tralee",Manufacturing and processing,302,2020
TL848,Agricultural Science,TL,"Institute of Technology, Tralee","Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",308,2020
TL851,Wildlife Biology (Degree Award options),TL,"Institute of Technology, Tralee",Environment,309,2020
TL855,Pharmaceutical Science (Degree Award options),TL,"Institute of Technology, Tralee",Health,317,2020
TL858,Veterinary Bioscience,TL,"Institute of Technology, Tralee",Veterinary,308,2020
TL871,Health and Leisure (Degree Award options),TL,"Institute of Technology, Tralee",Personal services,300,2020
TL872,Health and Leisure with Massage,TL,"Institute of Technology, Tralee",Personal services,309,2020
TL873,Coaching and Sports Performance,TL,"Institute of Technology, Tralee",Personal services,289,2020
TL880,Early Childhood Care and Education,TL,"Institute of Technology, Tralee",Welfare,307,2020
TL881,Social Care,TL,"Institute of Technology, Tralee",Welfare,308,2020
TL890,General Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",Health,440,2020
TL891,Mental Health Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",Health,389,2020
TR002,Music,TR,Trinity College Dublin,Arts,435,2020
TR003,History,TR,Trinity College Dublin,Humanities (except languages),497,2020
TR004,Law,TR,Trinity College Dublin,Law,566,2020
TR005,Philosophy,TR,Trinity College Dublin,Humanities (except languages),442,2020
TR006,Psychology,TR,Trinity College Dublin,Social and behavioural sciences,567,2020
TR007,Clinical Speech and Language Studies,TR,Trinity College Dublin,Health,529,2020
TR009,Music Education,TR,Trinity College Dublin,Education,420,2020
TR012,History and Political Science,TR,Trinity College Dublin,Humanities (except languages),555,2020
TR015,"Philosophy, Political Science, Economics and Sociology",TR,Trinity College Dublin,Social and behavioural sciences,589,2020
TR016,Deaf Studies,TR,Trinity College Dublin,Languages,340,2020
TR017,Law and Business,TR,Trinity College Dublin,Law,602,2020
TR018,Law and French,TR,Trinity College Dublin,Law,565,2020
TR019,Law and German,TR,Trinity College Dublin,Law,543,2020
TR020,Law and Political Science,TR,Trinity College Dublin,Law,602,2020
TR021,"Classics, Ancient History and Archaeology",TR,Trinity College Dublin,Humanities (except languages),370,2020
TR022,Early and Modern Irish,TR,Trinity College Dublin,Languages,398,2020
TR023,English Studies,TR,Trinity College Dublin,Languages,487,2020
TR024,European Studies,TR,Trinity College Dublin,Humanities (except languages),544,2020
TR025,Drama and Theatre Studies,TR,Trinity College Dublin,Arts,564,2020
TR028,Ancient and Medieval History and Culture,TR,Trinity College Dublin,Humanities (except languages),342,2020
TR029,Political Science and Geography,TR,Trinity College Dublin,Social and behavioural sciences,526,2020
TR031,Mathematics,TR,Trinity College Dublin,Mathematics and statistics,531,2020
TR032,Engineering,TR,Trinity College Dublin,Engineering and engineering trades,510,2020
TR033,Computer Science,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),509,2020
TR034,Management Science and Information Systems Studies,TR,Trinity College Dublin,Business and administration,613,2020
TR035,Theoretical Physics,TR,Trinity College Dublin,Physical sciences,543,2020
TR038,Engineering with Management,TR,Trinity College Dublin,Engineering and engineering trades,532,2020
TR039,Computer Science and Language,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),454,2020
TR040,Middle Eastern and European Languages and Cultures,TR,Trinity College Dublin,Languages,466,2020
TR041,Religion,TR,Trinity College Dublin,Humanities (except languages),368,2020
TR042,Film,TR,Trinity College Dublin,Arts,489,2020
TR043,History of Art and Architecture,TR,Trinity College Dublin,Humanities (except languages),393,2020
TR051,Medicine (HPAT required),TR,Trinity College Dublin,Health,735,2020
TR052,Dental Science,TR,Trinity College Dublin,Health,613,2020
TR053,Physiotherapy,TR,Trinity College Dublin,Health,566,2020
TR054,Occupational Therapy,TR,Trinity College Dublin,Health,533,2020
TR055,Radiation Therapy,TR,Trinity College Dublin,Health,543,2020
TR056,Human Health and Disease,TR,Trinity College Dublin,Health,565,2020
TR060,Biological and Biomedical Sciences,TR,Trinity College Dublin,Biological and related sciences,543,2020
TR061,Chemical Sciences,TR,Trinity College Dublin,Physical sciences,517,2020
TR062,Geography and Geoscience,TR,Trinity College Dublin,Physical sciences,473,2020
TR063,Physical Sciences,TR,Trinity College Dublin,Physical sciences,498,2020
TR072,Pharmacy,TR,Trinity College Dublin,Health,590,2020
TR080,Global Business,TR,Trinity College Dublin,Business and administration,589,2020
TR081,"Business, Economic and Social Studies (BESS)",TR,Trinity College Dublin,Social and behavioural sciences,543,2020
TR082,Computer Science and Business,TR,Trinity College Dublin,Business and administration,555,2020
TR083,Sociology and Social Policy,TR,Trinity College Dublin,Social and behavioural sciences,498,2020
TR084,Social Studies (Social Work),TR,Trinity College Dublin,Welfare,462,2020
TR085,Business Studies and French,TR,Trinity College Dublin,Business and administration,540,2020
TR086,Business Studies and German,TR,Trinity College Dublin,Business and administration,509,2020
TR087,Business Studies and Russian,TR,Trinity College Dublin,Business and administration,474,2020
TR089,Business Studies and Polish,TR,Trinity College Dublin,Business and administration,444,2020
TR090,Business Studies and Spanish,TR,Trinity College Dublin,Business and administration,531,2020
TR091,General Nursing (Meath and St James`s),TR,Trinity College Dublin,Health,429,2020
TR093,General Nursing (Adelaide School of Nursing),TR,Trinity College Dublin,Health,430,2020
TR095,Mental Health Nursing,TR,Trinity College Dublin,Health,408,2020
TR097,Intellectual Disability Nursing,TR,Trinity College Dublin,Health,396,2020
TR111,Ancient History and Archaeology/Geography,TR,Trinity College Dublin,Arts,352,2020
TR112,Ancient History and Archaeology/History,TR,Trinity College Dublin,Arts,529,2020
TR113,Ancient History and Archaeology/History of Art and Architecture,TR,Trinity College Dublin,Arts,337,2020
TR114,Ancient History and Archaeology/Modern Language,TR,Trinity College Dublin,Arts,337,2020
TR117,Ancient History and Archaeology/Religion,TR,Trinity College Dublin,Arts,342,2020
TR166,Classical Civilisation/English Literature,TR,Trinity College Dublin,Arts,498,2020
TR173,Classical Civilisation/History of Art and Architecture,TR,Trinity College Dublin,Arts,335,2020
TR177,Classical Civilisation/Modern Language,TR,Trinity College Dublin,Arts,335,2020
TR179,Classical Civilisation/Philosophy,TR,Trinity College Dublin,Arts,499,2020
TR198,Economics/Geography,TR,Trinity College Dublin,Arts,534,2020
TR202,Economics/History,TR,Trinity College Dublin,Arts,534,2020
TR207,Economics/Mathematics,TR,Trinity College Dublin,Arts,566,2020
TR208,Economics/Modern Language,TR,Trinity College Dublin,Arts,534,2020
TR209,Economics/Philosophy,TR,Trinity College Dublin,Arts,534,2020
TR212,Economics/Sociology,TR,Trinity College Dublin,Arts,534,2020
TR228,Classical Languages/English Literature,TR,Trinity College Dublin,Interdisciplinary programmes and qualifications involving arts and humanities,498,2020
TR231,Classical Languages/History of Art and Architecture,TR,Trinity College Dublin,Interdisciplinary programmes and qualifications involving arts and humanities,349,2020
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",TR,Trinity College Dublin,Interdisciplinary programmes and qualifications involving arts and humanities,349,2020
TR239,Classical Languages/Modern Language,TR,Trinity College Dublin,Arts,349,2020
TR262,English Literature/History,TR,Trinity College Dublin,Arts,529,2020
TR263,English Literature/History of Art and Architecture,TR,Trinity College Dublin,Arts,498,2020
TR269,English Literature/Philosophy,TR,Trinity College Dublin,Arts,499,2020
TR272,English Literature/Sociology,TR,Trinity College Dublin,Arts,498,2020
TR276,English Literature/Drama Studies,TR,Trinity College Dublin,Arts,#498,2020
TR277,English Literature/Modern Language,TR,Trinity College Dublin,Arts,498,2020
TR311,Film/Drama Studies,TR,Trinity College Dublin,Arts,#521,2020
TR312,Film/English Literature,TR,Trinity College Dublin,Arts,521,2020
TR320,Film/Music,TR,Trinity College Dublin,Arts,521,2020
TR322,Geography/History,TR,Trinity College Dublin,Arts,529,2020
TR323,Drama Studies/Modern Language,TR,Trinity College Dublin,Arts,#473,2020
TR324,Film/Modern Language,TR,Trinity College Dublin,Arts,521,2020
TR325,Film/History,TR,Trinity College Dublin,Arts,529,2020
TR326,Geography/Modern Language,TR,Trinity College Dublin,Arts,352,2020
TR332,Geography/Sociology,TR,Trinity College Dublin,Arts,498,2020
TR443,History/History of Art and Architecture,TR,Trinity College Dublin,Arts,529,2020
TR447,History/Modern Language,TR,Trinity College Dublin,Arts,529,2020
TR449,History/Philosophy,TR,Trinity College Dublin,Arts,529,2020
TR452,History/Sociology,TR,Trinity College Dublin,Arts,529,2020
TR454,History/Religion,TR,Trinity College Dublin,Arts,529,2020
TR455,History of Art and Architecture/Modern Language,TR,Trinity College Dublin,Arts,334,2020
TR479,History of Art and Architecture/Philosophy,TR,Trinity College Dublin,Arts,499,2020
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",TR,Trinity College Dublin,Arts,337,2020
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",TR,Trinity College Dublin,Arts,335,2020
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",TR,Trinity College Dublin,Arts,529,2020
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",TR,Trinity College Dublin,Arts,335,2020
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",TR,Trinity College Dublin,Arts,342,2020
TR597,Mathematics/Modern Language,TR,Trinity College Dublin,Arts,566,2020
TR598,Mathematics/Music,TR,Trinity College Dublin,Arts,566,2020
TR599,Mathematics/Philosophy,TR,Trinity College Dublin,Arts,566,2020
TR629,Music/Philosophy,TR,Trinity College Dublin,Arts,499,2020
TR635,Music/Drama Studies,TR,Trinity College Dublin,Arts,#473,2020
TR636,Music/Modern Language,TR,Trinity College Dublin,Arts,388,2020
TR638,Music/Religion,TR,Trinity College Dublin,Arts,388,2020
TR639,Philosophy/Modern Language,TR,Trinity College Dublin,Arts,499,2020
TR662,Philosophy/Sociology,TR,Trinity College Dublin,Arts,499,2020
TR663,Religion/Classical Civilisation,TR,Trinity College Dublin,Arts,342,2020
TR664,Religion/English Literature,TR,Trinity College Dublin,Arts,498,2020
TR665,Religion/History of Art and Architecture,TR,Trinity College Dublin,Arts,342,2020
TR667,French/Modern Language,TR,Trinity College Dublin,Arts,403,2020
TR668,German/Modern Language,TR,Trinity College Dublin,Arts,389,2020
TR669,Irish/Modern Language,TR,Trinity College Dublin,Arts,368,2020
TR670,Italian/Modern Language,TR,Trinity College Dublin,Arts,381,2020
TR671,Russian/Modern Language,TR,Trinity College Dublin,Arts,332,2020
TR672,Spanish/Modern Language,TR,Trinity College Dublin,Arts,336,2020
TR755,Sociology/Drama Studies,TR,Trinity College Dublin,Arts,#498,2020
TR756,Sociology/Modern Language,TR,Trinity College Dublin,Arts,498,2020
TR911,Children`s and General Nursing (Integrated),TR,Trinity College Dublin,Health,511,2020
TR913,Midwifery,TR,Trinity College Dublin,Health,478,2020
TU909,Accounting and Finance,TU,Technological University Dublin,Business and administration,285,2020
TU910,Accounting and Finance,TU,Technological University Dublin,Business and administration,444,2020
TU911,Accounting and Finance,TU,Technological University Dublin,Business and administration,209,2020
TU919,Advertising and Marketing Communications,TU,Technological University Dublin,Business and administration,228,2020
TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),TU,Technological University Dublin,Environment,349,2020
TU997,Applied Social Care,TU,Technological University Dublin,Welfare,310,2020
TU991,Applied Social Studies in Social Care,TU,Technological University Dublin,Welfare,325,2020
TU831,Architectural Technology,TU,Technological University Dublin,Architecture and construction,410,2020
TU832,Architecture (Suitability Test and Interview),TU,Technological University Dublin,Architecture and construction,622,2020
TU813,Automation Engineering,TU,Technological University Dublin,Engineering and engineering trades,218,2020
TU866,Biomedical and Molecular Diagnostics,TU,Technological University Dublin,Health,487,2020
TU801,Biomedical Design,TU,Technological University Dublin,Engineering and engineering trades,235,2020
TU867,Biomedical Science,TU,Technological University Dublin,Health,524,2020
TU941,Botanical Cuisine,TU,Technological University Dublin,Personal services,249,2020
TU901,Business,TU,Technological University Dublin,Business and administration,270,2020
TU902,Business (Common Entry with Award options),TU,Technological University Dublin,Business and administration,271,2020
TU912,Business Analytics,TU,Technological University Dublin,Information and Communication Technologies (ICTs),330,2020
TU913,Business and Information Technology,TU,Technological University Dublin,Business and administration,252,2020
TU904,Business and Law,TU,Technological University Dublin,Business and administration,462,2020
TU903,Business and Management,TU,Technological University Dublin,Business and administration,463,2020
TU914,Business Computing,TU,Technological University Dublin,Information and Communication Technologies (ICTs),324,2020
TU852,Chemical Sciences with Medicinal Chemistry,TU,Technological University Dublin,Physical sciences,476,2020
TU868,Clinical Measurement Science,TU,Technological University Dublin,Health,510,2020
TU961,Commercial Modern Music,TU,Technological University Dublin,Arts,608,2020
TU992,Community and Youth Development,TU,Technological University Dublin,Social and behavioural sciences,251,2020
TU807,Computer Engineering in Mobile Systems,TU,Technological University Dublin,Engineering and engineering trades,276,2020
TU856,Computer Science,TU,Technological University Dublin,Information and Communication Technologies (ICTs),476,2020
TU857,Computer Science (Infrastructure),TU,Technological University Dublin,Information and Communication Technologies (ICTs),391,2020
TU858,Computer Science (International),TU,Technological University Dublin,Information and Communication Technologies (ICTs),377,2020
TU859,Computing,TU,Technological University Dublin,Information and Communication Technologies (ICTs),217,2020
TU860,Computing (Information Technology),TU,Technological University Dublin,Information and Communication Technologies (ICTs),260,2020
TU862,Computing with Data Analytics,TU,Technological University Dublin,Information and Communication Technologies (ICTs),226,2020
TU865,Computing with IT Management,TU,Technological University Dublin,Information and Communication Technologies (ICTs),226,2020
TU861,Computing with Language (French/German/Spanish),TU,Technological University Dublin,Information and Communication Technologies (ICTs),308,2020
TU833,Construction Management,TU,Technological University Dublin,Architecture and construction,367,2020
TU971,Contemporary Visual Culture,TU,Technological University Dublin,Arts,290,2020
TU972,Creative and Cultural Industries,TU,Technological University Dublin,Arts,281,2020
TU981,Creative Digital Media,TU,Technological University Dublin,Arts,280,2020
TU982,Creative Digital Media,TU,Technological University Dublin,Arts,320,2020
TU942,Culinary Arts,TU,Technological University Dublin,Personal services,212,2020
TU943,Culinary Entrepreneurship,TU,Technological University Dublin,Personal services,278,2020
TU944,Culinary Science,TU,Technological University Dublin,Personal services,316,2020
TU973,Design - Visual Communication,TU,Technological University Dublin,Arts,717,2020
TU812,"Design,Technology and Innovation",TU,Technological University Dublin,Manufacturing and processing,270,2020
TU863,Digital Forensics and Cyber Security,TU,Technological University Dublin,Information and Communication Technologies (ICTs),280,2020
TU920,Digital Marketing,TU,Technological University Dublin,Business and administration,270,2020
TU921,Digital Marketing Technologies,TU,Technological University Dublin,Business and administration,212,2020
TU864,DNA and Forensic Analysis,TU,Technological University Dublin,Biological and related sciences,400,2020
TU962,Drama (Performance),TU,Technological University Dublin,Arts,379,2020
TU993,Early Childhood Care and Education,TU,Technological University Dublin,Welfare,270,2020
TU994,Early Childhood Care and Education,TU,Technological University Dublin,Welfare,321,2020
TU995,Early Childhood Education,TU,Technological University Dublin,Education,367,2020
TU924,E-Commerce in Retailing,TU,Technological University Dublin,Business and administration,307,2020
TU905,Economics and Finance,TU,Technological University Dublin,Social and behavioural sciences,465,2020
TU802,Electrical Services and Energy Management,TU,Technological University Dublin,Engineering and engineering trades,317,2020
TU803,Electronic Engineering,TU,Technological University Dublin,Engineering and engineering trades,243,2020
TU804,Engineering (Common Entry with Award options),TU,Technological University Dublin,Engineering and engineering trades,271,2020
