Course Code,Course Title,HEI Code,HEI,ISCED,R1 Points,Year
TU805,Engineering (General Entry),TU,Technological University Dublin,Engineering and engineering trades,402,2020
TU808,Engineering Software,TU,Technological University Dublin,Engineering and engineering trades,260,2020
TU869,Environmental Health,TU,Technological University Dublin,Hygiene and occupational health services,336,2020
TU954,Event Management,TU,Technological University Dublin,Personal services,356,2020
TU983,Film and Broadcasting,TU,Technological University Dublin,Arts,456,2020
TU974,Fine Art,TU,Technological University Dublin,Arts,709,2020
TU881,Food Innovation,TU,Technological University Dublin,Manufacturing and processing,318,2020
TU984,Game Design,TU,Technological University Dublin,Information and Communication Technologies (ICTs),381,2020
TU834,Geographic Science,TU,Technological University Dublin,Architecture and construction,288,2020
TU870,Human Nutrition and Dietetics,TU,Technological University Dublin,Health,578,2020
TU906,Human Resource Management,TU,Technological University Dublin,Business and administration,395,2020
TU873,Industrial Mathematics,TU,Technological University Dublin,Mathematics and statistics,250,2020
TU975,Interior Design,TU,Technological University Dublin,Arts,632,2020
TU915,International Business,TU,Technological University Dublin,Business and administration,252,2020
TU916,International Business,TU,Technological University Dublin,Business and administration,235,2020
TU965,International Business and Languages,TU,Technological University Dublin,Business and administration,356,2020
TU951,International Hospitality and Tourism Management,TU,Technological University Dublin,Personal services,184,2020
TU952,International Hospitality Management,TU,Technological University Dublin,Personal services,300,2020
TU985,Journalism,TU,Technological University Dublin,Journalism and information,322,2020
TU966,Languages and English Studies,TU,Technological University Dublin,Languages,366,2020
TU967,Languages and International Tourism,TU,Technological University Dublin,Arts,308,2020
TU917,Law (LLB ) with a Language,TU,Technological University Dublin,Law,342,2020
TU918,Law (LLB),TU,Technological University Dublin,Law,451,2020
TU907,Logistics and Supply Chain Management,TU,Technological University Dublin,Business and administration,300,2020
TU908,Management,TU,Technological University Dublin,Business and administration,262,2020
TU922,Marketing,TU,Technological University Dublin,Business and administration,418,2020
TU923,Marketing Management,TU,Technological University Dublin,Business and administration,228,2020
TU874,Mathematical Sciences,TU,Technological University Dublin,Mathematics and statistics,341,2020
TU809,Mechanical Engineering,TU,Technological University Dublin,Engineering and engineering trades,235,2020
TU810,Mechatronic Engineering,TU,Technological University Dublin,Engineering and engineering trades,270,2020
TU963,Music,TU,Technological University Dublin,Arts,416,2020
TU882,Nutraceuticals in Health and Nutrition,TU,Technological University Dublin,Biological and related sciences,397,2020
TU871,Optometry,TU,Technological University Dublin,Health,509,2020
TU875,Pharmaceutical Healthcare,TU,Technological University Dublin,Biological and related sciences,400,2020
TU876,Pharmaceutical Science,TU,Technological University Dublin,Biological and related sciences,377,2020
TU976,Photography,TU,Technological University Dublin,Arts,695,2020
TU877,Physics Technology,TU,Technological University Dublin,Physical sciences,308,2020
TU880,Physics with Data Science,TU,Technological University Dublin,Physical sciences,578,2020
TU878,Physics with Energy and Environment,TU,Technological University Dublin,Physical sciences,337,2020
TU879,Physics with Medical Physics and Bioengineering,TU,Technological University Dublin,Health,351,2020
TU835,Planning and Environmental Management,TU,Technological University Dublin,Architecture and construction,313,2020
TU986,Print Media Technology and Management,TU,Technological University Dublin,Business and administration,289,2020
TU811,Product Design,TU,Technological University Dublin,Arts,411,2020
TU836,Property Economics (Valuation Surveying),TU,Technological University Dublin,Architecture and construction,401,2020
TU872,Public Health Nutrition,TU,Technological University Dublin,Biological and related sciences,491,2020
TU837,Quantity Surveying and Construction Economics,TU,Technological University Dublin,Architecture and construction,385,2020
TU925,Retail and Services Management,TU,Technological University Dublin,Business and administration,301,2020
TU854,Science (General Entry),TU,Technological University Dublin,Biological and related sciences,476,2020
TU855,Science with Nanotechnology,TU,Technological University Dublin,Physical sciences,331,2020
TU996,Social Care,TU,Technological University Dublin,Social and behavioural sciences,400,2020
TU955,Sports & Leisure Management,TU,Technological University Dublin,Personal services,217,2020
TU935,Sports Management and Coaching,TU,Technological University Dublin,Personal services,300,2020
TU936,Sports Science and Health,TU,Technological University Dublin,Biological and related sciences,410,2020
TU806,Sustainable Energy Engineering,TU,Technological University Dublin,Engineering and engineering trades,262,2020
TU953,Tourism and Digital Marketing,TU,Technological University Dublin,Personal services,290,2020
TU814,Transport Operations and Technology,TU,Technological University Dublin,Transport services,285,2020
WD001,Applied Computing (options),WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),260,2020
WD002,Science (options),WD,Waterford Institute of Technology,Physical sciences,308,2020
WD005,Health Sciences (options),WD,Waterford Institute of Technology,Health,280,2020
WD006,Exercise Sciences (options),WD,Waterford Institute of Technology,Personal services,280,2020
WD007,Engineering (options),WD,Waterford Institute of Technology,Engineering and engineering trades,288,2020
WD025,Construction Management and Engineering,WD,Waterford Institute of Technology,Architecture and construction,269,2020
WD027,Music,WD,Waterford Institute of Technology,Arts,262,2020
WD048,Business (options),WD,Waterford Institute of Technology,Business and administration,271,2020
WD084,Accounting,WD,Waterford Institute of Technology,Business and administration,308,2020
WD091,Hospitality Management,WD,Waterford Institute of Technology,Personal services,228,2020
WD116,General Nursing,WD,Waterford Institute of Technology,Health,422,2020
WD117,Psychiatric Nursing,WD,Waterford Institute of Technology,Health,366,2020
WD120,Intellectual Disability Nursing,WD,Waterford Institute of Technology,Health,377,2020
WD134,International Business,WD,Waterford Institute of Technology,Business and administration,290,2020
WD137,Design (Visual Communications),WD,Waterford Institute of Technology,Arts,271,2020
WD140,Laws,WD,Waterford Institute of Technology,Law,280,2020
WD144,Architecture,WD,Waterford Institute of Technology,Architecture and construction,284,2020
WD147,Pharmaceutical Science,WD,Waterford Institute of Technology,Physical sciences,293,2020
WD149,Early Childhood Studies,WD,Waterford Institute of Technology,Welfare,271,2020
WD150,Criminal Justice Studies,WD,Waterford Institute of Technology,Law,270,2020
WD152,Visual Art,WD,Waterford Institute of Technology,Arts,AQA,2020
WD161,Computer Forensics and Security,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),255,2020
WD162,Quantity Surveying,WD,Waterford Institute of Technology,Architecture and construction,216,2020
WD163,Psychology,WD,Waterford Institute of Technology,Social and behavioural sciences,434,2020
WD186,Sports Coaching and Performance,WD,Waterford Institute of Technology,Personal services,270,2020
WD187,Social Science,WD,Waterford Institute of Technology,Welfare,272,2020
WD191,Agricultural Science,WD,Waterford Institute of Technology,Agriculture,377,2020
WD192,Social Care Practice,WD,Waterford Institute of Technology,Welfare,270,2020
WD193,Marketing and Digital Media,WD,Waterford Institute of Technology,Business and administration,271,2020
WD194,Culinary Arts,WD,Waterford Institute of Technology,Personal services,217,2020
WD195,Architectural and Building Information Modelling Technology,WD,Waterford Institute of Technology,Architecture and construction,279,2020
WD200,Arts (options),WD,Waterford Institute of Technology,Arts,AQA,2020
WD210,Software Systems Development,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),279,2020
WD211,Creative Computing,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),271,2020
WD212,Recreation and Sport Management,WD,Waterford Institute of Technology,Personal services,270,2020
WD230,Mechanical and Manufacturing Engineering,WD,Waterford Institute of Technology,Engineering and engineering trades,253,2020
