Course Code,Course Title,HEI Code,HEI,ISCED,R1 Points,Year
GY110,Arts (Children and Youth Studies - options),GY,"National University of Ireland, Galway",Social and behavioural sciences,387,2021
GY111,Arts (English and Creative Writing),GY,"National University of Ireland, Galway",Arts,421,2021
GY113,Arts with Human Rights,GY,"National University of Ireland, Galway",Social and behavioural sciences,413,2021
GY115,Arts with Performing Arts Studies,GY,"National University of Ireland, Galway",Arts,300,2021
GY118,"Arts (Drama, Theatre and Performance Studies)",GY,"National University of Ireland, Galway",Arts,453,2021
GY119,Arts (Journalism),GY,"National University of Ireland, Galway",Journalism and information,484,2021
GY122,Na Dána (Cumarsáid agus Gaeilge),GY,"National University of Ireland, Galway",Arts,410,2021
GY123,Applied Social Sciences,GY,"National University of Ireland, Galway",Social and behavioural sciences,419,2021
GY125,Arts (Digital Arts and Technology),GY,"National University of Ireland, Galway",Arts,403,2021
GY127,Arts (Film and Digital Media),GY,"National University of Ireland, Galway",Arts,430,2021
GY128,Arts (Global Languages),GY,"National University of Ireland, Galway",Languages,346,2021
GY129,Arts (Global Experience),GY,"National University of Ireland, Galway",Arts,465,2021
GY130,Arts (Music),GY,"National University of Ireland, Galway",Arts,462,2021
GY132,"Government (Politics, Economics and Law)",GY,"National University of Ireland, Galway",Social and behavioural sciences,465,2021
GY133,Education (Computer Science and Mathematical Studies),GY,"National University of Ireland, Galway",Education,454,2021
GY134,Geography and Geosystems,GY,"National University of Ireland, Galway",Physical sciences,425,2021
GY135,Arts (Global Media),GY,"National University of Ireland, Galway",Arts,442,2021
GY136,Na Dána (Léann Teanga - options),GY,"National University of Ireland, Galway",Languages,526,2021
GY201,Commerce,GY,"National University of Ireland, Galway",Business and administration,476,2021
GY202,Commerce (International) with French,GY,"National University of Ireland, Galway",Business and administration,520,2021
GY203,Commerce (International) with German,GY,"National University of Ireland, Galway",Business and administration,518,2021
GY204,Commerce (International) with Spanish,GY,"National University of Ireland, Galway",Business and administration,506,2021
GY206,Business Information Systems (Work Placement and Optional Int`l Study),GY,"National University of Ireland, Galway",Business and administration,509,2021
GY207,Commerce (Accounting) including optional Global Experience year,GY,"National University of Ireland, Galway",Business and administration,543,2021
GY208,Commerce (Gaeilge),GY,"National University of Ireland, Galway",Business and administration,508,2021
GY209,Commerce (Global Experience),GY,"National University of Ireland, Galway",Business and administration,551,2021
GY250,Law and Business,GY,"National University of Ireland, Galway",Law,510,2021
GY251,Law (BCL),GY,"National University of Ireland, Galway",Law,542,2021
GY252,Law (BCL) and Human Rights,GY,"National University of Ireland, Galway",Law,565,2021
GY253,Law and Taxation,GY,"National University of Ireland, Galway",Law,506,2021
GY254,"Law (BCL), Criminology and Criminal Justice",GY,"National University of Ireland, Galway",Law,548,2021
GY261,Business Studies in International Hotel Management (interview),GY,"National University of Ireland, Galway",Business and administration,503,2021
GY262,Commerce in International Hotel Management (interview),GY,"National University of Ireland, Galway",Business and administration,709,2021
GY301,Science,GY,"National University of Ireland, Galway",Biological and related sciences,489,2021
GY303,Biomedical Science,GY,"National University of Ireland, Galway",Biological and related sciences,613,2021
GY304,Biotechnology,GY,"National University of Ireland, Galway",Engineering and engineering trades,498,2021
GY308,Environmental Science,GY,"National University of Ireland, Galway",Environment,431,2021
GY309,Financial Mathematics and Economics,GY,"National University of Ireland, Galway",Mathematics and statistics,509,2021
GY310,Marine Science,GY,"National University of Ireland, Galway",Physical sciences,467,2021
GY313,Environmental Health and Safety,GY,"National University of Ireland, Galway",Hygiene and occupational health services,412,2021
GY314,Earth and Ocean Sciences,GY,"National University of Ireland, Galway",Physical sciences,422,2021
GY318,Biopharmaceutical Chemistry,GY,"National University of Ireland, Galway",Biological and related sciences,555,2021
GY319,Mathematical Science,GY,"National University of Ireland, Galway",Mathematics and statistics,543,2021
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY,"National University of Ireland, Galway",Physical sciences,465,2021
GY321,Genetics and Genomics,GY,"National University of Ireland, Galway",Biological and related sciences,532,2021
GY322,Agricultural Sciences,GY,"National University of Ireland, Galway",Agriculture,485,2021
GY350,Computer Science and Information Technology,GY,"National University of Ireland, Galway",Information and Communication Technologies (ICTs),495,2021
GY401,Engineering (Undenominated),GY,"National University of Ireland, Galway",Engineering and engineering trades,522,2021
GY402,Civil Engineering,GY,"National University of Ireland, Galway",Architecture and construction,533,2021
GY405,Mechanical Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,541,2021
GY406,Electronic and Computer Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,555,2021
GY408,Biomedical Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,554,2021
GY410,Project and Construction Management,GY,"National University of Ireland, Galway",Architecture and construction,431,2021
GY413,Energy Systems Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,509,2021
GY414,Electrical and Electronic Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,433,2021
GY501,"Medicine (five year/six year course, HPAT required)",GY,"National University of Ireland, Galway",Health,737,2021
GY502,Occupational Therapy,GY,"National University of Ireland, Galway",Health,601,2021
GY503,Speech and Language Therapy,GY,"National University of Ireland, Galway",Health,578,2021
GY504,Podiatric Medicine,GY,"National University of Ireland, Galway",Health,531,2021
GY515,General Nursing (Galway and Portiuncula),GY,"National University of Ireland, Galway",Health,502,2021
GY516,Mental Health Nursing,GY,"National University of Ireland, Galway",Health,475,2021
GY517,Midwifery,GY,"National University of Ireland, Galway",Health,520,2021
LY108,Business - Accounting,LY,Letterkenny Institute of Technology,Business and administration,312,2021
LY118,Business,LY,Letterkenny Institute of Technology,Business and administration,288,2021
LY128,Marketing with Online Technologies,LY,Letterkenny Institute of Technology,Business and administration,261,2021
LY208,Law,LY,Letterkenny Institute of Technology,Law,300,2021
LY228,Sports and Exercise - Common Entry,LY,Letterkenny Institute of Technology,Personal services,290,2021
LY408,Design - Common Entry,LY,Letterkenny Institute of Technology,Arts,301,2021
LY508,Fire Safety Engineering,LY,Letterkenny Institute of Technology,Architecture and construction,283,2021
LY518,Quantity Surveying,LY,Letterkenny Institute of Technology,Architecture and construction,304,2021
LY528,Construction Management,LY,Letterkenny Institute of Technology,Architecture and construction,262,2021
LY538,Architectural Technology,LY,Letterkenny Institute of Technology,Architecture and construction,234,2021
LY608,Mechanical Engineering,LY,Letterkenny Institute of Technology,Engineering and engineering trades,300,2021
LY618,Electronic Engineering,LY,Letterkenny Institute of Technology,Engineering and engineering trades,321,2021
LY708,Applied Computing,LY,Letterkenny Institute of Technology,Information and Communication Technologies (ICTs),320,2021
LY748,Computer Science,LY,Letterkenny Institute of Technology,Information and Communication Technologies (ICTs),316,2021
LY818,Science - Common Entry,LY,Letterkenny Institute of Technology,Biological and related sciences,302,2021
LY828,Agriculture - Common Entry,LY,Letterkenny Institute of Technology,Agriculture,308,2021
LY908,General Nursing,LY,Letterkenny Institute of Technology,Health,429,2021
LY918,Psychiatric Nursing,LY,Letterkenny Institute of Technology,Health,367,2021
LY928,Intellectual Disability Nursing,LY,Letterkenny Institute of Technology,Health,357,2021
LY968,"Early Childhood Care, Health and Education",LY,Letterkenny Institute of Technology,Welfare,288,2021
LY978,Health and Social Care - Common Entry,LY,Letterkenny Institute of Technology,Health,279,2021
MI001,Contemporary and Applied Theatre Studies,MI,Mary Immaculate College,Arts,209,2021
MI002,Arts,MI,Mary Immaculate College,Arts,280,2021
MI004,Education - Primary Teaching - International,MI,Mary Immaculate College,Education,589,2021
MI005,Education - Primary Teaching,MI,Mary Immaculate College,Education,522,2021
MI006,Education - Primary Teaching - Gaeltacht Applicants,MI,Mary Immaculate College,Education,485,2021
MI007,Early Childhood Care and Education,MI,Mary Immaculate College,Education,409,2021
MI008,Education and Psychology - Primary Teaching,MI,Mary Immaculate College,Education,590,2021
MI009,"Education, Business Studies and Accounting",MI,Mary Immaculate College,Education,434,2021
MI010,"Education, Business Studies and Religious Studies",MI,Mary Immaculate College,Education,370,2021
MI011,"Education, Gaeilge and Religious Studies",MI,Mary Immaculate College,Education,407,2021
MI012,"Education, Gaeilge and Business Studies",MI,Mary Immaculate College,Education,387,2021
MI013,"Education, Mathematics and Gaeilge",MI,Mary Immaculate College,Education,509,2021
MI014,"Education, Mathematics and Business Studies",MI,Mary Immaculate College,Education,476,2021
CI110,Counselling and Psychotherapy,CI,Irish College of Humanities & Applied Sciences,Welfare,292,2021
CI111,Counselling and Psychotherapy with Addiction Studies,CI,Irish College of Humanities & Applied Sciences,Welfare,290,2021
CI112,Counselling and Psychotherapy with Youth Studies,CI,Irish College of Humanities & Applied Sciences,Welfare,325,2021
LC110,"Art and Design (Common Entry, portfolio)",LC,Limerick Institute of Technology,Arts,794,2021
LC114,Fashion and Textiles for Product and Costume (portfolio),LC,Limerick Institute of Technology,Arts,914,2021
LC115,"Art and Design Teacher Education (LIT and UL, portfolio)",LC,Limerick Institute of Technology,Education,993,2021
LC220,Digital Marketing,LC,Limerick Institute of Technology,Business and administration,263,2021
LC223,Law and Taxation,LC,Limerick Institute of Technology,Law,331,2021
LC224,Accounting and Finance,LC,Limerick Institute of Technology,Business and administration,300,2021
LC225,Marketing and Management,LC,Limerick Institute of Technology,Business and administration,298,2021
LC226,Enterprise and Innovation,LC,Limerick Institute of Technology,Business and administration,255,2021
LC233,Software Development,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),280,2021
LC234,Immersive Digital Media and Spatial Computing,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),226,2021
LC236,Internet Systems Development,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),260,2021
LC239,Computer Networks and Systems Management,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),317,2021
LC241,Construction Management,LC,Limerick Institute of Technology,Architecture and construction,326,2021
LC242,Property Valuation and Management,LC,Limerick Institute of Technology,Architecture and construction,308,2021
LC243,Quantity Surveying,LC,Limerick Institute of Technology,Architecture and construction,278,2021
LC248,Built Environment (Common Entry),LC,Limerick Institute of Technology,Architecture and construction,300,2021
LC252,Civil Engineering Management,LC,Limerick Institute of Technology,Architecture and construction,264,2021
LC263,Medical Technology,LC,Limerick Institute of Technology,Health,391,2021
LC265,Forensic and Pharmaceutical Sciences,LC,Limerick Institute of Technology,Physical sciences,498,2021
LC266,Drug and Medicinal Product Analysis,LC,Limerick Institute of Technology,Physical sciences,252,2021
LC275,Electrical Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,361,2021
LC288,Mechanical Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,378,2021
LC289,Precision Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,261,2021
LC292,Social Care Work,LC,Limerick Institute of Technology,Welfare,374,2021
LC293,Business Studies with Travel and Tourism Management,LC,Limerick Institute of Technology,Personal services,271,2021
LC294,Business Studies with Event Management,LC,Limerick Institute of Technology,Personal services,279,2021
LC295,Business Studies with Sports Management,LC,Limerick Institute of Technology,Business and administration,262,2021
LC297,Community and Addiction Studies,LC,Limerick Institute of Technology,Social and behavioural sciences,272,2021
LC320,Business,LC,Limerick Institute of Technology,Business and administration,381,2021
LC330,Business with Computing,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),328,2021
LC340,Interior Design,LC,Limerick Institute of Technology,Arts,391,2021
LC362,Biotechnology and Biopharmaceutical Sciences,LC,Limerick Institute of Technology,Biological and related sciences,429,2021
LC371,Creative Broadcast and Film Production,LC,Limerick Institute of Technology,Arts,325,2021
LC372,Music Technology and Production,LC,Limerick Institute of Technology,Arts,377,2021
LC374,Renewable and Electrical Energy Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,337,2021
LC375,Industrial Automation and Robotic Systems,LC,Limerick Institute of Technology,Engineering and engineering trades,309,2021
LC376,Electronic Engineering with Computer Systems,LC,Limerick Institute of Technology,Engineering and engineering trades,357,2021
LC380,Automotive Engineering and Transport Management,LC,Limerick Institute of Technology,Engineering and engineering trades,298,2021
LC392,Business Studies in Beauty and Spa Management,LC,Limerick Institute of Technology,Personal services,328,2021
LC393,Early Childhood Education and Care,LC,Limerick Institute of Technology,Welfare,309,2021
LC402,Social Care Work,LC,Limerick Institute of Technology,Welfare,228,2021
LC408,Environmental Science and Climate,LC,Limerick Institute of Technology,Environment,279,2021
LC416,Business,LC,Limerick Institute of Technology,Business and administration,260,2021
LC418,Computing - Games Design and Development,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),260,2021
LC422,Applied Strength and Conditioning,LC,Limerick Institute of Technology,Personal services,289,2021
LC502,Game Art and Design (portfolio),LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),841,2021
LC517,Creative Media and Design,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),279,2021
LC518,Digital Animation Production (portfolio),LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),807,2021
LC612,Social Care Work,LC,Limerick Institute of Technology,Welfare,309,2021
LM002,Arts,LM,University of Limerick,Humanities (except languages),360,2021
LM019,Social Sciences,LM,University of Limerick,Social and behavioural sciences,451,2021
LM020,Law and Accounting,LM,University of Limerick,Law,474,2021
LM026,Performing Arts (audition format TBC),LM,University of Limerick,Arts,329,2021
LM028,Criminal Justice,LM,University of Limerick,Law,420,2021
LM029,Law Plus,LM,University of Limerick,Law,530,2021
LM038,Psychology and Sociology,LM,University of Limerick,Social and behavioural sciences,530,2021
LM039,Journalism and Digital Communication,LM,University of Limerick,Journalism and information,432,2021
LM040,European Studies,LM,University of Limerick,Humanities (except languages),409,2021
LM044,Applied Languages,LM,University of Limerick,Languages,429,2021
LM050,Business Studies (options),LM,University of Limerick,Business and administration,451,2021
LM056,International Business,LM,University of Limerick,Business and administration,555,2021
LM058,Financial Mathematics,LM,University of Limerick,Mathematics and statistics,468,2021
LM063,Technology Management,LM,University of Limerick,Information and Communication Technologies (ICTs),410,2021
LM066,Environmental Science,LM,University of Limerick,Environment,430,2021
LM068,Food Science and Health,LM,University of Limerick,Manufacturing and processing,464,2021
LM076,Product Design and Technology (portfolio required),LM,University of Limerick,Manufacturing and processing,401,2021
LM077,Aeronautical Engineering,LM,University of Limerick,Engineering and engineering trades,567,2021
LM082,Construction Management and Engineering,LM,University of Limerick,Architecture and construction,446,2021
LM089,Sport and Exercise Sciences,LM,University of Limerick,Personal services,498,2021
LM090,Physical Education with concurrent Teacher Education,LM,University of Limerick,Education,552,2021
LM091,Languages with concurrent Teacher Education,LM,University of Limerick,Education,506,2021
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM,University of Limerick,Education,521,2021
LM093,Equine Science,LM,University of Limerick,Biological and related sciences,367,2021
LM094,Materials and Architectural Technology with concurrent Teacher Education,LM,University of Limerick,Education,475,2021
LM095,Materials and Engineering Technology with concurrent Teacher Education,LM,University of Limerick,Education,425,2021
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM,University of Limerick,Education,454,2021
LM097,Mathematics and Computer Science with concurrent Teacher Education,LM,University of Limerick,Mathematics and statistics,465,2021
LM099,Architecture,LM,University of Limerick,Architecture and construction,520,2021
LM100,Physiotherapy,LM,University of Limerick,Health,613,2021
LM101,Medicine  - Graduate Entry (GAMSAT required),LM,University of Limerick,Health,57,2021
LM102,Psychology,LM,University of Limerick,Social and behavioural sciences,534,2021
LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),LM,University of Limerick,Health,429,2021
LM105,Exercise and Health Fitness Management,LM,University of Limerick,Personal services,441,2021
LM115,Chemical and Biochemical Engineering,LM,University of Limerick,Physical sciences,476,2021
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM,University of Limerick,Engineering and engineering trades,498,2021
LM118,Electronic and Computer Engineering,LM,University of Limerick,Engineering and engineering trades,445,2021
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM,University of Limerick,Information and Communication Technologies (ICTs),402,2021
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),LM,University of Limerick,Information and Communication Technologies (ICTs),382,2021
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,LM,University of Limerick,Biological and related sciences,498,2021
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM,University of Limerick,Mathematics and statistics,455,2021
LM125,Physics (Applied Physics or Mathematics and Physics),LM,University of Limerick,Physical sciences,489,2021
LM150,General Nursing,LM,University of Limerick,Health,498,2021
LM152,Mental Health Nursing,LM,University of Limerick,Health,478,2021
LM154,Intellectual Disability Nursing,LM,University of Limerick,Health,462,2021
LM156,Midwifery,LM,University of Limerick,Health,521,2021
MU001,Theology and Arts,MU,"Pontifical University, St Patrick's College",Interdisciplinary programmes and qualifications involving arts and humanities,294,2021
MH001,Education - Primary Teaching (Froebel),MH,Maynooth University,Education,564,2021
MH003,Early Childhood - Teaching and Learning (full-time),MH,Maynooth University,Education,381,2021
MH101,Arts,MH,Maynooth University,Humanities (except languages),338,2021
MH103,Music,MH,Maynooth University,Arts,#,2021
MH106,Psychology - 3 years,MH,Maynooth University,Social and behavioural sciences,554,2021
MH107,Social Science,MH,Maynooth University,Social and behavioural sciences,390,2021
MH109,Media Studies,MH,Maynooth University,Arts,324,2021
MH116,Community and Youth Work (Full-Time),MH,Maynooth University,Welfare,#,2021
MH201,Science,MH,Maynooth University,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",401,2021
MH202,Biotechnology,MH,Maynooth University,Biological and related sciences,490,2021
MH203,Biological and Geographical Sciences,MH,Maynooth University,Biological and related sciences,451,2021
MH204,Physics with Astrophysics,MH,Maynooth University,Physical sciences,422,2021
MH206,Theoretical Physics and Mathematics,MH,Maynooth University,Mathematics and statistics,521,2021
MH207,Data Science,MH,Maynooth University,Information and Communication Technologies (ICTs),444,2021
MH208,Biological and Biomedical Sciences,MH,Maynooth University,Biological and related sciences,543,2021
MH209,Psychology (through Science) - 4 years,MH,Maynooth University,Social and behavioural sciences,529,2021
MH210,Pharmaceutical and Biomedical Chemistry,MH,Maynooth University,Physical sciences,510,2021
MH212,Science|Maths and Computer Science|Mathematics (with Education),MH,Maynooth University,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",452,2021
MH304,Engineering (Computer/Electronic/Communications),MH,Maynooth University,Engineering and engineering trades,351,2021
MH305,Product Design,MH,Maynooth University,Engineering and engineering trades,326,2021
MH306,Robotics and Intelligent Devices,MH,Maynooth University,Engineering and engineering trades,362,2021
MH401,Finance (options),MH,Maynooth University,Business and administration,370,2021
MH402,Quantitative Finance,MH,Maynooth University,Business and administration,476,2021
MH403,Accounting and Finance,MH,Maynooth University,Business and administration,424,2021
MH404,Business (options),MH,Maynooth University,Business and administration,441,2021
MH407,Business and Accounting,MH,Maynooth University,Business and administration,423,2021
MH411,Entrepreneurship,MH,Maynooth University,Business and administration,378,2021
MH501,LLB Law - four year Single Major Law programme,MH,Maynooth University,Law,507,2021
MH502,Law (options),MH,Maynooth University,Law,465,2021
MH601,Computer Science through Arts (options),MH,Maynooth University,Information and Communication Technologies (ICTs),381,2021
MH602,Computer Science through Science (options),MH,Maynooth University,Information and Communication Technologies (ICTs),400,2021
MH603,Computational Thinking,MH,Maynooth University,Information and Communication Technologies (ICTs),520,2021
MH801,Early Childhood - Teaching and Learning (part-time),MH,Maynooth University,Education,AQA,2021
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS,St. Angela`s College,Education,542,2021
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS,St. Angela`s College,Education,464,2021
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS,St. Angela`s College,Education,463,2021
AS051,"Nutrition, Food and Business Management",AS,St. Angela`s College,Business and administration,378,2021
AS054,Home Economics,AS,St. Angela`s College,Biological and related sciences,440,2021
AS110,General Nursing,AS,St. Angela`s College,Health,440,2021
AS130,Intellectual Disability Nursing,AS,St. Angela`s College,Health,387,2021
SG141,Business,SG,"Institute of Technology, Sligo",Business and administration,262,2021
SG145,Business and ICT,SG,"Institute of Technology, Sligo",Business and administration,279,2021
SG146,Accounting,SG,"Institute of Technology, Sligo",Business and administration,304,2021
SG147,Sport with Business,SG,"Institute of Technology, Sligo",Personal services,288,2021
SG148,Tourism with Event Management,SG,"Institute of Technology, Sligo",Personal services,298,2021
SG150,Business in Marketing,SG,"Institute of Technology, Sligo",Business and administration,298,2021
SG241,Performing Arts,SG,"Institute of Technology, Sligo",Arts,341,2021
SG242,Early Childhood Care and Education,SG,"Institute of Technology, Sligo",Welfare,287,2021
SG243,Social Care Practice,SG,"Institute of Technology, Sligo",Welfare,309,2021
SG244,Fine Art,SG,"Institute of Technology, Sligo",Arts,501,2021
SG245,Creative Design,SG,"Institute of Technology, Sligo",Arts,332,2021
SG246,Computing,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),316,2021
SG247,English and Psychology,SG,"Institute of Technology, Sligo",Social and behavioural sciences,319,2021
SG248,Sociology and Politics,SG,"Institute of Technology, Sligo",Social and behavioural sciences,298,2021
SG249,Writing and Literature,SG,"Institute of Technology, Sligo",Languages,308,2021
SG252,Software Development,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),310,2021
SG253,Computing in Computer Networks and Cyber Security,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),336,2021
SG254,Writing and Literature Online,SG,"Institute of Technology, Sligo",Languages,327,2021
SG255,Law and Business,SG,"Institute of Technology, Sligo",Law,291,2021
SG341,General Engineering,SG,"Institute of Technology, Sligo",Engineering and engineering trades,373,2021
SG342,Civil Engineering,SG,"Institute of Technology, Sligo",Architecture and construction,418,2021
SG343,Quantity Surveying,SG,"Institute of Technology, Sligo",Architecture and construction,300,2021
SG344,Mechanical Engineering,SG,"Institute of Technology, Sligo",Engineering and engineering trades,412,2021
SG346,Construction Project Management and Applied Technology,SG,"Institute of Technology, Sligo",Architecture and construction,313,2021
SG347,Architecture,SG,"Institute of Technology, Sligo",Architecture and construction,403,2021
SG348,Interior Architecture and Design,SG,"Institute of Technology, Sligo",Architecture and construction,359,2021
SG350,Robotics and Automation,SG,"Institute of Technology, Sligo",Engineering and engineering trades,384,2021
SG442,Occupational Safety and Health,SG,"Institute of Technology, Sligo",Hygiene and occupational health services,307,2021
SG443,Human Nutrition,SG,"Institute of Technology, Sligo",Health,376,2021
SG444,Science Undenominated,SG,"Institute of Technology, Sligo",Biological and related sciences,358,2021
SG445,Pharmaceutical Science with Drug Development,SG,"Institute of Technology, Sligo",Physical sciences,357,2021
SG447,Health Science and Physical Activity,SG,"Institute of Technology, Sligo",Health,326,2021
SG448,Forensic Investigation and Analysis,SG,"Institute of Technology, Sligo",Biological and related sciences,308,2021
SG449,Medical Biotechnology,SG,"Institute of Technology, Sligo",Health,315,2021
SG450,Environmental Science with Ecology (Level 8),SG,"Institute of Technology, Sligo",Environment,310,2021
TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",TL,"Institute of Technology, Tralee",Arts,718,2021
TL802,"TV, Radio and New Media (Level 8)",TL,"Institute of Technology, Tralee",Arts,322,2021
TL810,Computing with Software Development,TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),308,2021
TL811,Computing with Games Development,TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),322,2021
TL815,Computing (Degree Award options),TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),307,2021
TL823,Event Management (3 year programme),TL,"Institute of Technology, Tralee",Personal services,293,2021
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL,"Institute of Technology, Tralee",Business and administration,306,2021
TL844,Agricultural Engineering,TL,"Institute of Technology, Tralee","Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",301,2021
TL845,Civil Engineering,TL,"Institute of Technology, Tralee",Architecture and construction,361,2021
TL847,Manufacturing Engineering,TL,"Institute of Technology, Tralee",Manufacturing and processing,305,2021
TL848,Agricultural Science,TL,"Institute of Technology, Tralee","Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",307,2021
TL851,Wildlife Biology (Degree Award options),TL,"Institute of Technology, Tralee",Environment,309,2021
TL855,Pharmaceutical Science (Degree Award options),TL,"Institute of Technology, Tralee",Health,316,2021
TL858,Veterinary Bioscience,TL,"Institute of Technology, Tralee",Veterinary,317,2021
TL871,Health and Leisure (Degree Award options),TL,"Institute of Technology, Tralee",Personal services,303,2021
TL872,Health and Leisure with Massage,TL,"Institute of Technology, Tralee",Personal services,314,2021
TL873,Coaching and Sports Performance,TL,"Institute of Technology, Tralee",Personal services,308,2021
TL874,Inclusive Sport and Physical Activity,TL,"Institute of Technology, Tralee",Personal services,341,2021
TL880,Early Childhood Care and Education,TL,"Institute of Technology, Tralee",Welfare,309,2021
TL881,Social Care,TL,"Institute of Technology, Tralee",Welfare,301,2021
TL890,General Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",Health,463,2021
TL891,Mental Health Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",Health,440,2021
WD001,Applied Computing (options),WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),270,2021
WD002,Science (options),WD,Waterford Institute of Technology,Biological and related sciences,279,2021
WD005,Health Sciences (options),WD,Waterford Institute of Technology,Health,271,2021
WD006,Exercise Sciences (options),WD,Waterford Institute of Technology,Personal services,270,2021
WD007,Engineering (options),WD,Waterford Institute of Technology,Engineering and engineering trades,270,2021
WD025,Construction Management and Engineering,WD,Waterford Institute of Technology,Architecture and construction,262,2021
WD027,Music,WD,Waterford Institute of Technology,Arts,321,2021
WD048,Business (options),WD,Waterford Institute of Technology,Business and administration,279,2021
WD084,Accounting,WD,Waterford Institute of Technology,Business and administration,308,2021
WD091,Hospitality Management,WD,Waterford Institute of Technology,Personal services,225,2021
WD116,General Nursing,WD,Waterford Institute of Technology,Health,446,2021
WD117,Psychiatric Nursing,WD,Waterford Institute of Technology,Health,415,2021
WD120,Intellectual Disability Nursing,WD,Waterford Institute of Technology,Health,390,2021
WD134,International Business,WD,Waterford Institute of Technology,Business and administration,267,2021
WD137,Design (Visual Communications),WD,Waterford Institute of Technology,Arts,252,2021
WD140,Laws,WD,Waterford Institute of Technology,Law,280,2021
WD144,Architecture,WD,Waterford Institute of Technology,Architecture and construction,309,2021
WD147,Pharmaceutical Science,WD,Waterford Institute of Technology,Physical sciences,288,2021
WD150,Criminal Justice Studies,WD,Waterford Institute of Technology,Law,280,2021
WD152,Visual Art,WD,Waterford Institute of Technology,Arts,243,2021
WD161,Computer Forensics and Security,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),270,2021
WD162,Quantity Surveying,WD,Waterford Institute of Technology,Architecture and construction,226,2021
WD163,Psychology,WD,Waterford Institute of Technology,Social and behavioural sciences,456,2021
WD186,Sports Coaching and Performance,WD,Waterford Institute of Technology,Personal services,261,2021
WD187,Social Science,WD,Waterford Institute of Technology,Welfare,276,2021
WD191,Agricultural Science,WD,Waterford Institute of Technology,Agriculture,377,2021
WD192,Social Care Practice,WD,Waterford Institute of Technology,Welfare,271,2021
WD193,Marketing and Digital Media,WD,Waterford Institute of Technology,Business and administration,279,2021
WD194,Culinary Arts,WD,Waterford Institute of Technology,Personal services,237,2021
WD195,Architectural and Building Information Modelling Technology,WD,Waterford Institute of Technology,Architecture and construction,279,2021
WD200,Arts (options),WD,Waterford Institute of Technology,Arts,201,2021
WD210,Software Systems Development,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),260,2021
WD211,Creative Computing,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),270,2021
WD212,Recreation and Sport Management,WD,Waterford Institute of Technology,Personal services,262,2021
WD230,Mechanical and Manufacturing Engineering,WD,Waterford Institute of Technology,Engineering and engineering trades,230,2021
WD231,Early Childhood Care and Education,WD,Waterford Institute of Technology,Welfare,266,2021
